"","DS6","DF6","DL6","DR3","DS3","DF3","DL3","DR2","DS2","DF2","DL2","DR6","NF3","NF6","NR3","NR6","BR3","BF3"
"oases6_k31_Locus_3958_Transcript_12_1",52.9206,104.27,23.0683,0,0,0,2.82778,2.39464,2.27759,25.9656,4.3989,47.4034,4.16582,401.664,10.7731,492.934,0,4.87768
"oases6_k31_Locus_3959_Transcript_2_1",3,5,1,0,9,0,0,1,0,6,0,0,12,35,38,30,10,11
"oases6_k31_Locus_3962_Transcript_1_1",34,10,0,13,13,1,0,21,0,24,1,17,0,0,0,0,0,0
"oases6_k31_Locus_3974_Transcript_3_1",221,105,34,23,176,22,23,42,47,118,121,47,1061,830,896,1014,410,585
"oases6_k31_Locus_39765_Transcript_1_1",19,15,3,1,3,0,2,0,8,13,1,0,201,336,46,4,16,170
"oases6_k31_Locus_39800_Transcript_5_1",29,20,21,0,0,0,1,0,4,1,0,0,19,292,0,15,0,15
"oases6_k31_Locus_39866_Transcript_1_1",20,4,6,2,6,3,1,0,3,6,0,0,300,227,159,185,45,210
"oases6_k31_Locus_39894_Transcript_4_1",30,5,0,2,29,0,0,3,0,3,0,0,127,112,197,141,65,115
"oases6_k31_Locus_3989_Transcript_22_1",824,160,50,89.8378,340.832,35,43,69,52.9513,162.693,208,68,2455,1716,3414,2815,1344,1673
"oases6_k31_Locus_39925_Transcript_6_1",13,12,7,1,63,0,3,2,7,3,0,2,68,284,81,32,20,28
"oases6_k31_Locus_3995_Transcript_7_1",903,170,20,29,892,24,4,49,23,94.8734,186,20,837.486,1446.8,1145.94,1389.51,465,877.445
"oases6_k31_Locus_39990_Transcript_2_1",23,21,2,0,2,4,0,2,0,45,3,0,1418,1001,147,94,26,897
"oases6_k31_Locus_39993_Transcript_2_1",9,150,169,1,17,33,76,4,65,67,70,1,3743,2674,87,9,12,2219
"oases6_k31_Locus_3999_Transcript_5_1",107,22,0,6,64,5,4,2,0,25,0,31,127,139.438,101,297,59,108
"oases6_k31_Locus_40015_Transcript_2_1",8,20,7,1,3,1,2,0,12,9,4,0,383,382,93,90,51,298
"oases6_k31_Locus_40117_Transcript_27_1",322,825.714,329,7,25,351,138,7,290,614.311,127,9,12259.5,8005.25,33.2291,64.6567,25,10836.14
"oases6_k31_Locus_4018_Transcript_5_1",25,87,17,4,24,11,6,22,61,54,80,23,1152,570,110,419,34,670
"oases6_k31_Locus_40211_Transcript_1_1",120,13,3,12,187,2,2,3,1,18,36,4,697,751,741,714,187,458
"oases6_k31_Locus_40349_Transcript_3_1",6,1,0,0,0,0,0,1,0,0,0,0,23,131,38,125,26,8
"oases6_k31_Locus_40364_Transcript_5_1",15,16,0,13,10,0,4,2,1,0,0,0,79,266,56,328,31,71
"oases6_k31_Locus_40371_Transcript_1_1",213,76,353,11,170,23,221,12,391,72,174,8,415,522,395,73,101,392
"oases6_k31_Locus_403_Transcript_10_1",339.396,302.385,60.5752,26.3057,294.3,27.5097,31.6159,39.7773,53.5284,411.082,121,89.7225,964.333,1259.65,962.293,916.31,401.425,729.059
"oases6_k31_Locus_4043_Transcript_8_2",178,8,3,21,256,1,0,6,2,24,55,33,126,96,1209,773,443,71
"oases6_k31_Locus_40452_Transcript_4_1",27,6,5,6,11,3,0,0,0,8,0,0,588,257,127,65,39,256
"oases6_k31_Locus_40531_Transcript_1_1",8,10,2,0,0,0,0,0,0,6,0,1,27.0666,2538.99,7,2770,0,7.01033
"oases6_k31_Locus_40532_Transcript_4_1",3,0,0,0,3,0,0,0,0,0,0,0,12.1558,27.4373,12.2305,18.5954,4.10313,23.14297
"oases6_k31_Locus_40558_Transcript_2_1",3,2,4,0,5,2,1,1,3,9,0,0,111,122,2,12,7,71
"oases6_k31_Locus_4055_Transcript_1_1",31,20,6,19,154,0,12,18,32,156,23,17,31,10,40,14,12,8
"oases6_k31_Locus_4057_Transcript_5_1",22,6,8,0,0,0,0,0,0,5,0,14,3.0532,44.9241,3,98.7107,2,1
"oases6_k31_Locus_40647_Transcript_2_1",6,4,0,1,6,0,0,1,0,1,0,0,97,88,56,37,23,87
"oases6_k31_Locus_40694_Transcript_8_1",69,34,17,1,33,1,0,2,0,12,0,1,740,1718,332,415,146,736
"oases6_k31_Locus_40804_Transcript_7_1",45,67,143,0,3,4,44,4,122,37,2,1,2030.1,1397.92,74,136,46.835,1359.885
"oases6_k31_Locus_4085_Transcript_12_5",16,9.65034,3.40324,0,0,0,1,1,0,4,0,0,16.6962,34.1594,12.017,27.7342,3.88219,12.15276
"oases6_k31_Locus_40863_Transcript_1_1",5,5,3,0,1,1,0,2,0,5,0,0,35,30,11,14,12,51
"oases6_k31_Locus_4090_Transcript_3_1",267,5,2,5,69,2,2,1,0,0,2,6,126,69,296,249,91,91
"oases6_k31_Locus_41011_Transcript_1_1",10,3,0,0,0,0,0,0,0,0,0,0,16,77,14,23,7,18
"oases6_k31_Locus_41034_Transcript_1_1",79,15,10,4,28,5,1,2,2,8,19,1,332,243,292,245,110,251
"oases6_k31_Locus_4104_Transcript_9_1",25.5667,7.81291,4,1,20.1538,2,1,0,6,3,0,2,91.1279,127.845,138.877,244.992,37.5594,71.7715
"oases6_k31_Locus_4107_Transcript_11_1",11.4813,19.5888,2,12.6964,83.1465,2,1,14.6565,0,69.3015,1.56358,2.19174,664.661,267.088,682.458,435.798,235.002,381.209
"oases6_k31_Locus_4107_Transcript_11_2",2,3,0,1.1884,2.06802,0,0,5,0,15.566,0,1,115.376,209.637,99.4845,350.946,35.8182,61.834
"oases6_k31_Locus_4111_Transcript_3_1",140,52,28,21,43,2,1,112,45,357,104,137,0,16,0,47,2,0
"oases6_k31_Locus_41237_Transcript_1_1",110,1189,199,9,114,173,84,42,57,287,74,6,23881.8,15472,852,750,537,16106
"oases6_k31_Locus_41251_Transcript_2_1",7,4,2,0,25,0,0,0,5,1,0,0,302,139,166,123,63,227
"oases6_k31_Locus_41275_Transcript_1_1",10,4,0,1,31,0,1,3,0,0,0,0,92,208,147,202,59,75
"oases6_k31_Locus_4127_Transcript_65_1",1218,268,19,448,2989.76,69,40,223,8,492,23,148,14781,7987.93,24650.7,12987.1,8271.87,9319.97
"oases6_k31_Locus_41353_Transcript_1_1",9.37259,3.04415,2,3,4,0,0,0,0,1,0,0,91.0069,138.926,103.406,176.392,50.4891,78.0027
"oases6_k31_Locus_4135_Transcript_3_1",197.607,49.6077,17.5767,55.6863,359.973,4,20.5878,26.7818,54.7051,58.5956,216,33.5945,412.4,372.158,736.981,797.986,359.732,230.894
"oases6_k31_Locus_41402_Transcript_3_1",83,79,43,18,200,9,29,11,39,62,93,3,659,655,534,429,209,498
"oases6_k31_Locus_4142_Transcript_1_1",42,67,22,11,25,0,0,9,0,7,0,12,72,163,42,251,20,71
"oases6_k31_Locus_4144_Transcript_4_1",9,0,0,2,2,0,0,4,5,1,26,12,6,23,20.5512,487,6.60627,14.19605
"oases6_k31_Locus_4144_Transcript_4_2",12,4,0,1,5,3,1,0,0,0,22,3,6.63473,33.3316,20.7417,368.922,11,17.29428
"oases6_k31_Locus_41569_Transcript_1_1",0,1,0,0,4,0,0,1,0,5,0,0,34.382,10.5226,52.2294,23.4147,42.6896,13.88816
"oases6_k31_Locus_41581_Transcript_3_1",110,450,102,3,5,38,59,0,63,342,38,3,2931,4145,20,7,9,1812
"oases6_k31_Locus_41619_Transcript_1_1",27,7,2,0,17,0,0,4,5,16,0,5,17,23,26,22,12,15
"oases6_k31_Locus_416_Transcript_23_1",83,34.5521,3,9,69.9028,0,1,30.6609,1,15.5241,45,11,240.516,223.383,954.818,460.29,291.265,224.488
"oases6_k31_Locus_4176_Transcript_1_1",175,158.392,31,76,295,72,42,36,63,370,125,70,824,512,861,615,326,523
"oases6_k31_Locus_4179_Transcript_1_1",292.236,51.3189,39.9667,5,104.178,0,13.2662,18,31.8493,38.6162,0,12.852,162.475,1909.83,143.497,1990.83,74.2218,213.9901
"oases6_k31_Locus_417_Transcript_8_1",382.031,377.156,39.5183,84.678,158.455,196.817,57.7017,61.9437,96.1569,247.246,82.675,75.7622,2510.22,1377.14,1995.09,2054.45,742.484,1205.688
"oases6_k31_Locus_41864_Transcript_3_1",48,20,6,3,93,3,1,2,10,18,0,1,611,525,288,383,130,559
"oases6_k31_Locus_4187_Transcript_3_1",561,139,21,58,761,17,22,207,109,891,63,351,142,205,270,671,110,102
"oases6_k31_Locus_4189_Transcript_10_1",139,43,12,18,101,4,12,14,5,41,28,13,1068,723,840,662,331,677
"oases6_k31_Locus_418_Transcript_339_1",7.48337,3.27117,0,0,10,0,1,0,0,0,0,0,86.8612,117.616,44.1872,89.6996,12.84013,36.9796
"oases6_k31_Locus_418_Transcript_339_2",382.811,224,40,98,159.777,34,71,77,113.399,305.879,152,85.3996,1646.89,487.94,1117.86,934,576.152,727.61
"oases6_k31_Locus_4191_Transcript_17_1",951,361,145,233,1725,23,79,28,157,210,48,218,3232.62,4606.62,9558.83,10573.6,3655.94,2135.57
"oases6_k31_Locus_41965_Transcript_3_1",4,2,0,1.15231,29.9538,0,0,0,0,1,41,0,20.1686,98.4927,31.7386,75.8891,11.4733,22.41844
"oases6_k31_Locus_4202_Transcript_5_1",38,13,1,2,124,3,5,3,2,79,0,6,1532,412,954,486,357,1048
"oases6_k31_Locus_42077_Transcript_3_1",18,5.93078,1,1,22.8005,0,0,1,0,1,18,0,55.4764,240.274,56.2809,154.874,21.26745,33.8349
"oases6_k31_Locus_4213_Transcript_3_1",192,81,28,52,244,19,29,56,19,209,2,66,917,894,1031,1190,429,766
"oases6_k31_Locus_42191_Transcript_1_1",22,6,1,8,117,2,0,3,2,6,1,1,295,217,337,290,92,184
"oases6_k31_Locus_421_Transcript_458_1",267,33,7,12,49,1,10,17,17,32,94,14,65,69,239,398,88,57
"oases6_k31_Locus_421_Transcript_458_5",28.5497,1.01641,1,0,0,0,0,0,0,0,0,1,0,57.3088,0,77.6088,0,0
"oases6_k31_Locus_42212_Transcript_1_1",6,5,0,1,16,0,0,0,0,1,0,0,90,195,96,80,23,129
"oases6_k31_Locus_42244_Transcript_3_1",21,23,5,3,8,3,9,2,17,36,31,0,170,182,63,101,30,136
"oases6_k31_Locus_42260_Transcript_1_1",14,99.7007,0,9.69136,36.7062,35.8971,0,1.49845,0,166.149,0,0,601.416,516.269,91.4877,31.8116,37.1254,535.291
"oases6_k31_Locus_42272_Transcript_2_1",5,7.74408,2,1,0,0,0,1,0,2,25,0,99.1906,112,2.55255,1,0,63.0193
"oases6_k31_Locus_422_Transcript_1_1",226,129,25,19,242,34,47,50,107,424,103,68,861,452,526,544,198,559
"oases6_k31_Locus_4231_Transcript_3_1",189.275,61.7436,9,20.9274,124.282,14,14,11,28.8942,34.0489,0,18.745,1058.53,625.948,1053.78,977.927,451.064,678.294
"oases6_k31_Locus_42395_Transcript_5_1",19,60,29,0,36,4,9,3,15,10,31,0,687,1311,55,5,20,658
"oases6_k31_Locus_42452_Transcript_1_1",4.21325,0,1,3.69026,28.1691,4.35017,3.68993,5.68e-07,4.55947,1.26019,1.12813,0,30.1665,8.0994,19.6376,1.27033,24.2525,15.89593
"oases6_k31_Locus_42463_Transcript_1_1",15,6,2,2,25,1,1,4,8,14,0,0,86,133,43,56,21,60
"oases6_k31_Locus_4246_Transcript_91_2",88.247,56,9,5,58,8,38,16,99,79,36,12,547,564,114,283.234,37.2869,375.767
"oases6_k31_Locus_4248_Transcript_4_1",31.9238,5.33387,15.7942,0,3.05651,0,0,2.14245,0,1,0,2.44363,14.9843,494.202,5.2833,323.15,4.54399,2.22233
"oases6_k31_Locus_42491_Transcript_1_1",13,8,0,0,0,0,0,1,0,10,0,0,94,152,7,15,1,54
"oases6_k31_Locus_424_Transcript_43_1",542.144,61.2536,8.82098,11.2447,0,0,0,0,0,0,381.479,0,13.3183,185.374,7.55256,113.069,2.91785,17.38797
"oases6_k31_Locus_42671_Transcript_2_1",2,4,0,2,3,0,4,0,0,5,0,0,90,35,51,12,9,52
"oases6_k31_Locus_42685_Transcript_1_1",14,2,0,0,16,0,1,1,1,5,0,0,211,128,159,96,35,118
"oases6_k31_Locus_427_Transcript_13_1",75.7152,63.3163,9,1,7.10123,0,2,2.40803,3,40.4688,0,25.9238,9.38957,131.893,5.42172,180.576,2.65658,16.23833
"oases6_k31_Locus_42818_Transcript_3_1",0,0,0,0,0,0,0,0,0,0,0,0,5.50943,45.7874,23.1935,72.4661,0,15.16071
"oases6_k31_Locus_4281_Transcript_45_1",83.349,32.1189,0,2.24682,106.18,11.3726,0,4.24195,0,36.0933,1,7.67,224.257,152.727,198.938,73.7058,60.5692,180.5013
"oases6_k31_Locus_42853_Transcript_1_1",15,0,0,2,84,0,0,1,0,0,0,0,7,18,478,632,174,6
"oases6_k31_Locus_4293_Transcript_30_1",0,1,0,0,0,5,1,0,0,0,0,2,94.3346,106.018,13.0319,0,0,47.037
"oases6_k31_Locus_4293_Transcript_30_2",16.8166,5.13233,1.79404,1.68458,8.93911,0,1.67e-06,11.4636,0,2.84054,0,0,34.62,69.4889,23.1546,77.409,17.17539,12.62735
"oases6_k31_Locus_42968_Transcript_4_1",124,72.7961,25.8518,7,47.016,0,2,1,9,4.36423,4,3,1717.27,4955.24,1250.44,2298.38,321.566,980.021
"oases6_k31_Locus_42996_Transcript_1_1",8,8,0,0,54,0,0,0,2,9,0,1,137,345,369,81,73,121
"oases6_k31_Locus_42_Transcript_3_1",119,80,9,12,135,10,10,15,21,127,177,17,1162,816,703,745,307,729
"oases6_k31_Locus_4304_Transcript_10_1",10.4082,11.1901,2,11.7398,37.7772,1.99994,5.99879,2,8,13.0202,0,5.99858,695.912,361.621,602.798,260.441,239.178,617.044
"oases6_k31_Locus_43126_Transcript_5_1",3,2,1,8,51,0,2,2,0,1,28,0,457,37,464,213,191,363
"oases6_k31_Locus_431_Transcript_1_1",374,136,139,38,382,19,83,64,178,333,211,28,1583,890,695,596,277,933
"oases6_k31_Locus_43216_Transcript_1_1",1,5,0,0,4,10,0,0,0,26,0,0,3470,197,5,2,0,1331
"oases6_k31_Locus_43230_Transcript_1_1",2,1,0,0,11,0,1,1,0,0,0,0,51,44,67,34,11,56
"oases6_k31_Locus_4340_Transcript_3_2",1,0,0,0,1,0,0,0,0,2,0,0,60,30,33,8,8,42
"oases6_k31_Locus_434_Transcript_1_1",175.345,92.3076,42.8001,12.3008,204.499,7.23201,34.3362,5,11.883,132.454,5,43.9268,103.745,94.7937,69.8028,75.5111,30.0191,84.6966
"oases6_k31_Locus_43534_Transcript_1_1",7,1,0,1,6,0,3,0,1,13,0,0,43,44,47,17,16,49
"oases6_k31_Locus_4355_Transcript_6_1",296.187,138.087,22.6631,51.3382,314.242,11.7927,26.156,41.5559,33.4831,134.385,75.2923,148.858,942.873,630.216,851.621,1036.57,342.408,498.7
"oases6_k31_Locus_43570_Transcript_1_1",28,16,1,0,47,0,4,3,1,5,83,2,594,624,440,203,122,521
"oases6_k31_Locus_43612_Transcript_1_1",10,9,0,0,2,0,0,3,0,3,0,1,23,58,15,10,4,23
"oases6_k31_Locus_43627_Transcript_1_1",6,8.37426,6.24653,3,2,0,5,0,0,2.0635,0,0,310,196,26.0086,19,11,169.6965
"oases6_k31_Locus_4362_Transcript_30_2",73.4385,43.1867,7.13889,5.41313,44.9295,3.15178,4,15.4129,8.72682,13.2278,0,5.18979,540.822,681.944,266.442,263.034,170.773,466.467
"oases6_k31_Locus_43683_Transcript_3_2",5,0,0,0,0,0,0,0,0,0,0,1,312.914,395.228,689.699,856.5,150.4988,145.3177
"oases6_k31_Locus_43701_Transcript_1_1",4,20,0,0,36,0,0,0,1,15,1,0,45,84,44,33,13,59
"oases6_k31_Locus_4379_Transcript_10_1",49.235,11.2063,2,1,4,3,3,4,3,11.1589,0,1,152.958,148.699,23.7498,37.4175,9.15617,141.2251
"oases6_k31_Locus_4381_Transcript_30_2",39.1737,1.44276,4,10.6887,36.5731,7,9,1.13832,0,1,0,9.71516,66.1008,69.0059,161.087,208.533,50.8496,35.3575
"oases6_k31_Locus_43820_Transcript_1_1",5,5.41885,0,0,0,0,0,0,0,0,0,0,50.2271,126.754,0,0,0,21.04862
"oases6_k31_Locus_4383_Transcript_2_2",33.3479,4.4084,0,0.873446,19.2962,3,1,4.66128,1,1.47309,0,0.224133,18.3996,200.781,27.8368,149.72,30.9749,44.1732
"oases6_k31_Locus_43991_Transcript_3_1",40,11.162,0,2,44,1,0,5,4,14,0,2,94.0424,232.821,154.08,201.202,30.1248,68.1648
"oases6_k31_Locus_4399_Transcript_17_1",80.8345,37.5394,8,7,56.3851,8.03883,11.2025,3.86222,6.08492,60.2307,40.6171,1.70108,511.312,677.282,270.508,345.865,108.3889,594.643
"oases6_k31_Locus_4399_Transcript_17_2",310,133,12,37,254,21,14,53,15,516,241,50,781,884,594,511,200,519
"oases6_k31_Locus_43_Transcript_1_1",349.695,577.111,68.1967,292.89,2255.03,341.511,404.492,263.342,157.062,2868.65,278.743,456.296,769,414.867,854,361.955,270,441
"oases6_k31_Locus_44077_Transcript_1_1",76,34.9282,18,0.515297,14.0377,1,1.54009,6.98735,0,85.6596,0,23,2,0,3,1,0,0
"oases6_k31_Locus_4409_Transcript_32_3",96,44,11,4,67,5,3,5,13,8,3,14,641,540,127,587,89,282
"oases6_k31_Locus_44278_Transcript_4_1",29.9599,13.0465,0,0,57.4548,0,0,0,0,17.4997,0,0,227.662,214.491,339.39,168.591,82.3346,145.9333
"oases6_k31_Locus_4428_Transcript_13_1",20.5019,20.9437,5.11979,0,15.7098,0,0,2.11032,1.68814,6.92333,24,0,99.6124,240.404,43.8367,110.692,14.34096,33.3752
"oases6_k31_Locus_4435_Transcript_5_1",38,0,0,0,0,0,0,0,0,1,0,0,1.58071,50.1357,9.00271,63.646,2.61799,1.98886
"oases6_k31_Locus_4440_Transcript_12_1",154,103,33,28.778,176,18,39,99.8968,81,166,22,23,2721.47,1483.71,1503.55,1237.85,539.655,1370.012
"oases6_k31_Locus_44521_Transcript_2_1",11.2748,0,1,0,2,2,2,1,0,6,52,0,78,42.2077,81,66.1756,14,31
"oases6_k31_Locus_4456_Transcript_1_1",139,74,47,64.1304,919.72,11,127,60.5635,50,212,44.1795,31,421.53,293,406.831,292.148,127,240
"oases6_k31_Locus_445_Transcript_11_1",484,46,14.7187,6.91641,92.7863,2,1,11.3579,5,13.0757,2,10,425.644,663.029,2199.6,1111.91,634.139,291.171
"oases6_k31_Locus_4473_Transcript_2_1",46,26,4,7,136,22,19,13,26,182,4,10,180,143,191.505,125,31,100
"oases6_k31_Locus_44931_Transcript_2_1",7,0,0,0,6,4,1,0,5,7,0,0,2667,138,171,82,36,1092
"oases6_k31_Locus_44978_Transcript_3_1",60,33,3,3,52,10,2,0,1,25,1,3,448,412,298,248,115,373
"oases6_k31_Locus_44983_Transcript_1_1",31,12,3,4,27,0,3,0,2,13,1,0,56,63,60,12,19,41
"oases6_k31_Locus_44988_Transcript_3_1",287,35,10,14,308,8,2,16,2,33,110,11,1385,1260,2269,2469,694,1022
"oases6_k31_Locus_44990_Transcript_3_1",3,5,6,0,8,0,0,0,3.31974,10.8472,0,0,136.549,124.148,73.9388,30.866,38.496,111.4172
"oases6_k31_Locus_4529_Transcript_5_1",331,229,125,98.9039,414,25.687,139,372.654,217.863,686,84,146,1133.29,643.294,616.739,625.921,277.86,679.892
"oases6_k31_Locus_452_Transcript_25_2",1043.44,4694.36,192.033,20.0652,226.254,32.129,18.8414,77.9315,22.0008,283.348,11.8916,714.109,188.38,5048,141.659,2011.5,7.97607,45.8127
"oases6_k31_Locus_45345_Transcript_1_1",38,58,38,1,24,0,12,7,50,18,57,0,428,1295,181,238,58,298
"oases6_k31_Locus_45367_Transcript_1_1",20,7,1,0,2,1,2,1,1,3,1,0,332,531,119,79,50,151
"oases6_k31_Locus_4544_Transcript_7_1",114.657,26.1209,9.29478,8.33724,210.3,2,3.70262,15.4567,4.82317,19.993,157,7.18366,4479.58,4703.13,4778.26,4703.25,1026.227,2147.28
"oases6_k31_Locus_4564_Transcript_5_1",129,74,10,18,83,7,16,14,16,57,18,21,956,780,945,896,338,689
"oases6_k31_Locus_45668_Transcript_8_1",3.99933,1,1.3956,3,2,0,0,0,0,1,0,0,83.2231,97.0126,54.6393,9.3618,21.36286,103.7863
"oases6_k31_Locus_4577_Transcript_6_1",49.466,21,15.3706,7,51.8804,2,1,15.2876,3,31.2342,0,6,92.2088,78.8531,143.727,44.3191,68.3771,58.0221
"oases6_k31_Locus_4583_Transcript_5_1",653.935,456.968,194,19,124,12,8,22,49,212,62,262,1018,1139.88,882.689,983.821,320,883
"oases6_k31_Locus_45931_Transcript_1_1",46.5434,21.3271,2.79332,1,0,0,0,1,0,6,0,1,0,236.598,0,296.623,1,0
"oases6_k31_Locus_4595_Transcript_7_1",76.5092,28.8894,22.469,8.91774,77.6511,7.97786,23.1728,2.21152,0,13.4075,1.52877,26.8737,91.9278,59.0133,54.7282,89.3502,38.2101,40.09825
"oases6_k31_Locus_46051_Transcript_1_1",2,0,0,3,0,0,0,0,0,1,0,0,253,37,3,30,20,190
"oases6_k31_Locus_4616_Transcript_3_1",4.38522,4.36601,0,0,11.1453,1,0,0,0,2,0,1,52.5575,94.6392,220.061,73.7817,156.2246,59.2507
"oases6_k31_Locus_46430_Transcript_1_1",4,0,0,0,20,0,0,0,0,0,0,0,87,39,99,5,23,44
"oases6_k31_Locus_46465_Transcript_1_1",8,0,4,1,0,0,0,3,0,5,0,1,62,23,52,26,20,35
"oases6_k31_Locus_46497_Transcript_7_1",22,470.736,233.575,6,7,78,116.886,12,219.825,389,150,4,14582.8,6412.9,36.5416,57,8,6825.22
"oases6_k31_Locus_4650_Transcript_7_1",123.88,29,42.9704,1.31895,11.0156,26,16.5498,8,75,22,17,6,363.886,643.339,131.917,466.803,58.4304,208.823
"oases6_k31_Locus_4651_Transcript_4_1",6,12,1,1,9,1,1,0,0,3,0,1,98,113,1,45,1,58
"oases6_k31_Locus_46550_Transcript_6_1",0,0,0,0,1,0,0,0,0,0,0,0,49.8342,25,38,6,17,43.5907
"oases6_k31_Locus_4659_Transcript_6_2",12.1932,0,0,0,0,0,0,0,2,0,0,1,9.08815,50.657,17.2675,57.0851,10.9433,15.23795
"oases6_k31_Locus_46623_Transcript_2_1",0,6,0,0,11,0,0,0,0,2,0,0,12.8358,34.0633,0,2.42254,0,25.07851
"oases6_k31_Locus_46740_Transcript_1_1",89.1398,35.2511,11.6851,1.09366,3.87462,1.08711,0,0,0,3.37733,0,1.40692,160.7,798.004,146.86,472.874,21.8361,124.2702
"oases6_k31_Locus_46924_Transcript_5_2",1,2,0,0,4,0,0,0,0,1,0,0,77,124,69,101,25,65
"oases6_k31_Locus_46967_Transcript_1_1",5,5,0,0,9,0,0,0,0,4,0,0,34,45,6,21,12,57
"oases6_k31_Locus_47155_Transcript_4_1",1,24,2,2,6,57,15,0,9,47,0,0,235,151,3,1,2,88
"oases6_k31_Locus_47253_Transcript_1_1",9,3,1,0,25,0,0,0,0,19,0,0,147,117,151,32,41,81
"oases6_k31_Locus_47562_Transcript_2_1",1,0,2,1,4,0,0,0,1,1,0,0,177,131,92,64,33,129
"oases6_k31_Locus_47675_Transcript_2_1",62,11,6,1,4,0,0,0,0,1,0,1,89.1766,1229.49,56.6781,1288.49,24.4504,59.829
"oases6_k31_Locus_4770_Transcript_3_1",2828,1674,87,714,2840,271,131,1311,90,2636,111,365,14692,14517,13237,10554,5210,8517
"oases6_k31_Locus_47737_Transcript_2_1",317.672,117.116,24.5502,7.63082,0,0,0,0,0,5.43916,0,8.30942,16.694,1439.16,1.49306,1073.39,3.39954,3.79602
"oases6_k31_Locus_47818_Transcript_1_1",8,0,0,0,0,3,0,0,0,0,0,0,11,59,4,61,3,16
"oases6_k31_Locus_47913_Transcript_6_1",5,86,23,1,0,9,73,0,111,96,41,0,500,544,0,0,0,420
"oases6_k31_Locus_47919_Transcript_1_1",183.138,64.8382,26,18,264.898,19,4,23,8,47,2,10,2834.11,2756.17,2502.31,2321.17,486.884,1232.444
"oases6_k31_Locus_47959_Transcript_1_1",4,1,0,1,18,0,1,0,0,3,1,0,48,16,28,1,7,41
"oases6_k31_Locus_479_Transcript_10_1",120,722,649,12,74,109,384,12,941.806,278.669,688,8,8384.69,9320.11,234,143,61.7822,6160.49
"oases6_k31_Locus_4806_Transcript_20_1",211,49,17,19,245,4,14,30.2537,25,225,78,41,1039,642,951.72,688.234,297.411,577
"oases6_k31_Locus_4809_Transcript_14_1",1496.23,329.162,74.5777,160.555,1749.84,33.9859,22.2292,251.834,25.9443,644.63,406.316,424.815,1410.72,1492.68,2773.08,4289.54,864.099,813.281
"oases6_k31_Locus_48433_Transcript_4_1",4,20,0,3,4,2,0,2,0,24,0,0,431,439,22,3,2,228
"oases6_k31_Locus_48546_Transcript_2_1",706.55,869.327,131.367,41,1180.33,269.058,158,26,9.74206,113.349,121,27,2136.39,1189.28,2666.97,1270.69,667.466,1569.024
"oases6_k31_Locus_4856_Transcript_7_1",475,455,168,107,757,107,217,150,186,1210,223,192,625,830,414,636,107,299
"oases6_k31_Locus_486_Transcript_21_1",97,62.1837,11,31,143,13,19,27,28,223,71,48.2035,168,87,128,165,38,57
"oases6_k31_Locus_48756_Transcript_1_1",12,3,4,0,5,1,1,3,0,8,0,2,153,124,199,50,99,155
"oases6_k31_Locus_48830_Transcript_5_1",12,5,0,0,20,0,2,1,1,1,0,0,337,208,128,156,26,202
"oases6_k31_Locus_48856_Transcript_1_1",9,22,11,1,5,0,0,0,1,4,0,0,584,578,19,15,3,449
"oases6_k31_Locus_4885_Transcript_3_1",217,92,20,46,174,16,31,31,74,90,176,39,1310,876,1372,1228,640,879
"oases6_k31_Locus_48861_Transcript_1_1",4,5,7,1,0,1,3,0,10,20,0,0,275,121,16,2,4,201
"oases6_k31_Locus_48878_Transcript_1_1",4,0,0,0,5,0,0,0,0,0,0,0,24,28,40,26,14,19
"oases6_k31_Locus_48890_Transcript_3_1",6,6,0,8,28,1,0,4,0,4,0,0,165,127,195,136,38,141
"oases6_k31_Locus_4893_Transcript_1_1",90,48,19,10,124,6,29,12,54,230,32,38,163,157,84,106,30,130
"oases6_k31_Locus_48956_Transcript_1_1",1,1,0,0,4,0,0,0,0,6,0,0,62,60,3,2,3,72
"oases6_k31_Locus_49151_Transcript_1_1",6,1,0,0,9,0,0,0,0,0,0,0,83,59,70,156,22,41
"oases6_k31_Locus_4918_Transcript_28_1",105.398,56.0131,17,0,31.9933,5,1.30341,1.15119,8.91324,16.5381,0,7.1677,158.654,353.315,193.632,376.262,141.9781,100.9514
"oases6_k31_Locus_49201_Transcript_1_1",10,5,1,0,3,0,0,1,1,3,0,1,59,107,36,64,8,46
"oases6_k31_Locus_4938_Transcript_11_2",61,36,5,4,28,2,5,11,1,7,0,7,111.179,296.316,272.404,291.43,78.9537,65.9001
"oases6_k31_Locus_4940_Transcript_6_1",43,2,0,4,426,1,2,10,0,15,144,11,14,20.0016,176,166,59,5
"oases6_k31_Locus_4947_Transcript_19_1",1913,911,76,511,3474,173,125,348,121,858,309,558,2339,2380,6712,5324,2038,1418
"oases6_k31_Locus_49619_Transcript_1_1",15,28,37,1,13,7,14,0,14,8,2,0,741,1057,146,143,46,606
"oases6_k31_Locus_49638_Transcript_3_1",32,33,21,0,34.8873,0,6,10,0,23,0,0,856.434,783.72,237.091,93.9618,86,519.389
"oases6_k31_Locus_4967_Transcript_18_1",0,4.31534,0,0,0,0,0,1,0,4,0,0,12.5017,78.349,5.45013,37.8841,8.54109,10.07196
"oases6_k31_Locus_4972_Transcript_2_1",913.411,147.633,62.844,203.822,2216.75,15.0424,51.9025,196.29,40.851,557.79,143.887,254.696,292.132,258.797,1578.44,1584.53,437.11,165.267
